_RAJ2000 deg,_DEJ2000 deg,SpTypeFull,Sp,Tc,Lc,[Fe/H] sun,age Gyr,Npl,B-V mag,Kmag mag,Lum Lsun,Name
308.1079684,-8.196228993,K0 III                    ,K0,60,3,     ,    , ,1.105,      ,         ,
308.1096567,-10.008545,                          ,  ,, ,     ,    , ,0.767,3.64,0.74,
308.1121469,27.51425543,G8III                     ,G8,58,3,     ,    , ,0.847,      ,         ,
308.1176898,-68.59855998,G8/K0III                  ,G8,58,3,     ,    , ,0.955,      ,         ,
308.1300821,3.665577184,K2/3 III                  ,K2,62,3,     ,    , ,1.482,      ,         ,
308.1314939,0.585290852,A9.5                      ,A9,39, ,-1.25,    , ,0.264,      ,         ,
308.131695,-16.60959791,F0/2 IV/V                 ,F0,40,4,     ,    , ,0.323,1.3,11.84,
308.1318839,-77.29460441,K1III                     ,K1,61,3,     ,    , ,1.128,-1.36,37.72,
308.1336586,34.92056582,F8                        ,F8,48, ,0.2,    , ,0.629,1.38,7.01,
308.1402326,-25.84468048,K0/2 III                ,K0,60,3,     ,    , ,1.492,      ,         ,
308.1523895,-47.24286578,K1 III                    ,K1,61,3,     ,    , ,1.245,      ,         ,
308.1559659,-56.6094594,F3/5V                     ,F3,43,5,     ,    , ,0.48,2.97,2.03,
308.1592924,-56.98722591,G5IV/V                    ,G5,55,4,     ,    , ,0.711,      ,         ,
308.1706652,41.2414671,B5Ie                      ,B5,25,1,     ,    , ,3.01,      ,         ,
308.1726055,6.92800785,G                         ,,, ,     ,    , ,1.1,      ,         ,
308.1748889,-57.48522273,M3III                     ,M3,73,3,     ,    , ,1.467,      ,         ,
308.1767017,-28.59544521,A1 V                      ,A1,31,5,     ,    , ,0.06,1.24,25.16,
308.1789284,-31.38238,A6 IV                     ,A6,36,4,     ,    , ,0.214,      ,         ,
308.1792657,19.52651142,K2                        ,K2,62, ,     ,    , ,0.88,      ,         ,Ross 253
308.1812985,39.27105128,B9V                       ,B9,29,5,     ,    , ,-0.081,      ,         ,
308.1822749,16.76722508,B8IV                      ,B8,28,4,     ,    , ,-0.058,      ,         ,
308.1830484,53.02511456,A2                        ,A2,32, ,     ,    , ,-0.012,0.87,47.3,
308.191875,-36.2288095,B8 IV/V                   ,B8,28,4,     ,    , ,-0.094,      ,         ,
308.1959201,-20.06958481,K0 III                    ,K0,60,3,     ,    , ,0.991,      ,         ,
308.1957143,44.97895431,B5                        ,B5,25, ,     ,    , ,-0.077,-0.06,167.78,
308.2010614,-64.04147905,A3mA6-A7                  ,A3,33, ,     ,    , ,0.213,      ,         ,
308.201588,-51.94746549,G8 IV/V                   ,G8,58,4,     ,    , ,0.838,      ,         ,
308.2032589,-13.54820508,F6 V                      ,F6,46,5,     ,    , ,0.6,2.05,3.82,
308.2039384,-9.364367984,A9 Vw                 ,A9,39,5,-2.62,    , ,0.641,      ,         ,
308.2096989,-48.77063661,K2 III                    ,K2,62,3,     ,    , ,1.23,      ,         ,
308.213214,27.212165,K0II                      ,K0,60,2,     ,    , ,1.083,      ,         ,
308.2151833,41.89848249,G9V                       ,G9,59,5,-0.61,    , ,0.796,3.25,0.73,Gliese 793.1
308.2180351,43.1915715,B5V                       ,B5,25,5,     ,    , ,-0.112,      ,         ,HR 7861
308.2181553,-24.94382834,A0V                       ,A0,30,5,     ,    , ,0.001,1.06,36.93,HR 7842
308.2185964,-66.02279788,K4III                     ,K4,64,3,     ,    , ,1.501,      ,         ,
308.2185697,8.269092425,K5                        ,K5,65, ,     ,    , ,1.5,      ,         ,
308.2187206,-5.171127604,A8 V                      ,A8,38,5,     ,    , ,0.351,2.1,5.63,
308.2195974,-7.930467451,F3 V                      ,F3,43,5,-0.22,2.4, ,0.493,1.35,8.54,
308.2203588,12.0572523,K5                        ,K5,65, ,     ,    , ,1.404,      ,         ,
308.220884,13.96956586,K0                        ,K0,60, ,     ,    , ,0.92,3.22,0.68,
308.2247877,20.28806474,A2                        ,A2,32, ,     ,    , ,0.116,0.77,30.33,
308.2252134,9.804219126,K2                        ,K2,62, ,     ,    , ,1.032,      ,         ,
308.2262218,46.60127104,F7.5/8-G6.5Ib             ,F7,47,1,     ,    , ,1.42,      ,         ,
308.2325655,-60.57891837,F0V                       ,F0,40,5,     ,    , ,0.396,      ,         ,
308.2338803,-37.45073877,G0 V                      ,G0,50,5,     ,    , ,0.564,3.13,1.42,
308.2370597,2.427473191,A5 IV                     ,A5,35,4,     ,    , ,0.196,1.35,16.07,
308.2388717,-68.37205351,A1/2V                     ,A1,31,5,     ,    , ,0.068,1.74,16.24,
308.2460321,49.84122193,B9.1                      ,B9,29, ,     ,    , ,0.552,-3.88,395.88,
308.2514526,-62.49636538,G5V                       ,G5,55,5,0.13,12, ,0.738,3.4,0.88,
308.2528485,1.46789302,M0                        ,M0,70, ,     ,    , ,1.79,      ,         ,
308.2563739,67.30947304,G0                        ,G0,50, ,0.23,2.8, ,0.6,1.52,6.33,
308.2577503,28.85591479,F2                        ,F2,42, ,     ,    , ,0.402,      ,         ,
308.2578213,-71.32046165,K4III                     ,K4,64,3,     ,    , ,1.465,      ,         ,
308.2608396,31.73562144,K2                        ,K2,62, ,     ,    , ,1.304,      ,         ,
308.2625859,-19.30523827,M1/2 III                ,M1,71,3,     ,    , ,1.603,      ,         ,
308.2641916,-2.132741398,A0 V                      ,A0,30,5,     ,    , ,0.097,      ,         ,
308.2658731,28.86329538,F0/2V                     ,F0,40,5,     ,    , ,0.476,      ,         ,
308.2680459,30.93719971,K5                        ,K5,65, ,     ,    , ,1.411,      ,         ,
308.2699609,-16.02600484,FM DELTA DEL              ,,, ,     ,    , ,0.499,0.87,14.6,
308.2709374,12.74836917,A0                        ,A0,30, ,     ,    , ,0.05,      ,         ,
308.2713064,31.65703214,B1.5 V                    ,B1,21,5,     ,    , ,0.033,      ,         ,
308.2774381,54.45696463,M0                        ,M0,70, ,     ,    , ,1.755,      ,         ,
308.2803689,39.8668942,A0                        ,A0,30, ,     ,    , ,0.005,      ,         ,
308.2807268,6.830293445,F2IV                      ,F2,42,4,-0.11,1.9, ,0.398,2.01,5.65,
308.2839226,-43.32530808,K2/3 IIICNII              ,K2,62,3,     ,    , ,1.327,      ,         ,
308.2843501,-58.64154815,K0III                     ,K0,60,3,     ,    , ,1.002,0.55,8.51,
308.2842997,-44.56546246,K4 III                    ,K4,64,3,     ,    , ,1.488,      ,         ,
308.2883593,22.1492937,B9                        ,B9,29, ,     ,    , ,0.189,1.35,14.79,
308.2947279,41.25228473,O5If                      ,O5,15,1,     ,    , ,1.825,      ,         ,
308.2957563,64.69169918,F2...                     ,F2,42, ,-0.26,2.2, ,0.501,      ,         ,
308.3032163,11.30326144,B6IV                      ,B6,26,4,0.08,    , ,-0.123,-0.65,463.97,2 Epsilon Delphini Deneb Dulfim
308.305306,-58.11234701,F8V                       ,F8,48,5,-0.03,3.7, ,0.612,1.31,7,
308.3098004,47.165855,K3III                     ,K3,63,3,     ,    , ,1.412,      ,         ,
308.3115835,34.02088261,F5                        ,F5,45, ,     ,    , ,0.427,1.84,5.94,
308.3128243,41.3140268,O5.5If                  ,O5,15,1,     ,    , ,1.071,      ,         ,
308.3129512,35.98939736,kA5mF0                    ,,, ,     ,    , ,0.325,      ,         ,
308.3235118,-80.96487126,G6/8II                    ,G6,56,2,     ,    , ,1.122,-2.95,172.24,HR 7785
308.325994,27.45737634,A2                        ,A2,32, ,     ,    , ,0.047,      ,         ,
308.3322308,-53.86956267,F3V                       ,F3,43,5,     ,    , ,0.404,      ,         ,
308.3332966,33.38987171,F5                        ,F5,45, ,-0.41,6.4, ,0.549,2.92,1.75,
308.344256,29.52393722,K2III                     ,K2,62,3,     ,    , ,1.43,      ,         ,
308.3453818,-41.52477642,G5V                       ,G5,55,5,-0.18,9.5, ,0.666,2.23,2.83,
308.3476645,54.80203575,F3V                       ,F3,43,5,0.37,1.1, ,0.365,1.1,13.23,
308.3538932,69.67152465,K0                        ,K0,60, ,     ,    , ,1.408,-2.61,110.05,
308.3553912,-3.356644741,K1/2 III  A5/7           ,K1,61,3,     ,    , ,0.983,      ,         ,
308.356424,-6.219387084,M3 III                    ,M3,73,3,     ,    , ,1.629,      ,         ,
308.3584801,-20.89691678,A9 V                      ,A9,39,5,     ,    , ,0.287,      ,         ,
308.3604144,52.80406196,K5                        ,K5,65, ,     ,    , ,1.16,-2.59,143.42,
308.365504,50.68335737,B3                        ,B3,23, ,     ,    , ,0.007,      ,         ,
308.3669056,59.48937241,A0                        ,A0,30, ,     ,    , ,0.126,      ,16.06,
308.36642,22.83638603,M0                        ,M0,70, ,     ,    , ,1.667,      ,         ,
308.3766194,32.90771809,B2V                       ,B2,22,5,     ,    , ,-0.15,0,319.49,
308.3789321,-22.23188218,F7 V                      ,F7,47,5,-0.02,2, ,0.548,2.8,1.99,
308.3856002,88.06723756,K0III                     ,K0,60,3,     ,    , ,1.25,-0.63,22.78,
308.3947003,-21.25522797,F2 V                      ,F2,42,5,     ,    , ,0.552,      ,         ,
308.4047709,1.269252597,G8 IV                     ,G8,58,4,     ,    , ,0.924,0.56,9.09,
308.4069388,25.87740043,A2II/III                  ,A2,32,2,     ,    , ,0.145,1.03,24.72,
308.407226,-18.39607682,K0 III                  ,K0,60,3,     ,    , ,1.221,      ,         ,
308.4102281,53.4681622,A3                        ,A3,33, ,     ,    , ,0.327,2.08,5.83,
308.4120966,-40.72603039,M0 III                  ,M0,70,3,     ,    , ,1.782,      ,         ,
308.4141526,-53.4978725,K2III                     ,K2,62,3,     ,    , ,1.165,      ,         ,
308.4151761,45.17556462,A0V                       ,A0,30,5,     ,    , ,0.034,0.34,60.13,
308.4257931,-5.646983644,                          ,  ,, ,     ,    , ,      ,      ,         ,
308.4263898,-41.06095328,F0/2 V                    ,F0,40,5,     ,    , ,      ,      ,         ,
308.4282225,-32.05153789,G2                        ,G2,52, ,     ,    , ,0.816,      ,         ,
308.428406,38.58313034,B9.5:                     ,B9,29, ,     ,    , ,0.026,      ,         ,
308.4286672,38.8346588,A0                        ,A0,30, ,     ,    , ,0.053,1.36,22.36,
308.4366446,57.79762114,K0                        ,K0,60, ,     ,    , ,1.029,-0.77,25.79,
308.4389608,-33.22373456,G2                        ,G2,52, ,     ,    , ,0.656,      ,0.67,
308.4388108,27.87246668,kA2hA7mF2                 ,,, ,     ,    , ,0.283,1.66,9.82,
308.4400161,-46.20528235,M0                        ,M0,70, ,     ,    , ,1.4,5.09,0.07,
308.4423606,52.82654453,A0                        ,A0,30, ,     ,    , ,-0.046,-0.3,152.29,
308.4436991,-38.5232796,G8 V                      ,G8,58,5,-0.16,    , ,0.748,3.31,0.91,
308.4443983,-36.71863632,G5 V                      ,G5,55,5,     ,    , ,0.684,      ,         ,
308.4452235,-40.55720484,A1 V                      ,A1,31,5,     ,    , ,0.054,      ,21.07,
308.4456693,-39.60650322,G0 V                      ,G0,50,5,-1.05,    , ,0.597,3.05,1.68,
308.4523085,41.77265787,K0III-IV                  ,K0,60,3,-0.11,    , ,0.994,-0.72,25.57,HR 7867
308.4534777,-12.71822367,F5 V                      ,F5,45,5,     ,    , ,0.497,      ,         ,
308.4557449,-29.29261636,A9 V                      ,A9,39,5,     ,    , ,0.262,1.95,7.21,
308.4660015,44.82844698,B5                        ,B5,25, ,     ,    , ,0.23,      ,         ,
308.4717544,38.68906447,B9                        ,B9,29, ,     ,    , ,-0.015,      ,         ,
308.471893,-27.17149322,G8 V                      ,G8,58,5,-0.22,    , ,0.73,3.68,0.67,
308.4737573,10.05973558,A1IV-Vn                   ,A1,31,4,     ,    , ,0.103,0.6,36.23,HR 7857
308.4757791,35.25085175,K2.  IB     COMP          ,K2,62,1,     ,    , ,1.593,      ,         ,47 Cygni HR 7866
308.4785147,46.69387652,B9   P SI                 ,B9,29,1,     ,    , ,-0.14,      ,169.1,HR 7870
308.4787001,-10.12289544,K0 III                    ,K0,60,3,     ,    , ,1.232,      ,         ,
308.4794652,-44.51605035,K0 III                    ,K0,60,3,     ,    , ,0.999,-1.49,55.42,Nu Microscopii HR 7846
308.482866,-35.5648847,F5                        ,F5,45, ,     ,    , ,0.435,      ,         ,
308.483516,-52.83919374,G0V                       ,G0,50,5,-0.15,6.1, ,0.594,2.03,3.92,
308.4839622,-74.54448371,A1V                       ,A1,31,5,     ,    , ,0.09,      ,         ,
308.4841876,61.74340523,A2III                     ,A2,32,3,     ,    , ,0.062,-0.05,70.64,
308.487896,12.10166782,K5                        ,K5,65, ,     ,    , ,1.279,      ,         ,
308.4876652,13.02727074,A2IV                      ,A2,32,4,0.56,    , ,0.093,0.96,30.89,3 Eta Delphini HR 7858
308.4906419,29.68655171,A0                        ,A0,30, ,     ,    , ,-0.056,      ,         ,
308.4918397,25.61660403,K3III                     ,K3,63,3,     ,    , ,1.36,      ,         ,
308.4927224,46.41627958,A0V                       ,A0,30,5,     ,    , ,-0.033,0.09,101.99,
308.4927323,14.71272989,K0                        ,K0,60, ,     ,    , ,1.004,      ,         ,
308.4978627,52.59778702,K2                        ,K2,62, ,     ,    , ,1.089,-2.58,125.92,
308.4996838,4.898664244,G8 III                    ,G8,58,3,     ,    , ,1.016,      ,         ,
308.5053361,18.18548803,K5III                     ,K5,65,3,     ,    , ,1.62,      ,         ,
308.5068322,36.48943658,A0                        ,A0,30, ,     ,    , ,0.53,      ,         ,
308.5075751,-12.34366776,A2 IV/V                   ,A2,32,4,     ,    , ,0.164,0.11,52.67,
308.5081862,34.67901984,B7III                     ,B7,27,3,     ,    , ,-0.12,      ,         ,
308.5135346,4.489466286,F8                        ,F8,48, ,     ,    , ,0.557,1.99,4.05,
308.5192066,5.141610197,M0                        ,M0,70, ,     ,    , ,1.333,      ,         ,
308.5209772,48.06904879,F5                        ,F5,45, ,     ,    , ,0.405,2.35,3.46,
308.5267304,27.89097955,F2II-III                  ,F2,42,2,     ,    , ,0.46,      ,         ,
308.5277343,-74.77164435,G2IV/V                    ,G2,52,4,     ,    , ,0.63,2.49,2.42,
308.5304137,19.95088293,K5                        ,K5,65, ,     ,    , ,1.375,      ,         ,
308.531492,-23.24969999,M4 III                    ,M4,74,3,     ,    , ,1.582,      ,         ,
308.5348657,22.89629906,F0                        ,F0,40, ,     ,    , ,0.277,      ,         ,
308.5357089,15.82637779,G5                        ,G5,55, ,     ,    , ,1.007,-1.57,53.7,
308.5386787,-29.67211081,K0 V                      ,K0,60,5,     ,    , ,0.81,3.66,0.61,
308.5397142,-47.58312696,G8 IV/V                   ,G8,58,4,     ,    , ,0.76,3.83,0.62,
308.5415949,20.98518547,B3IV                      ,B3,23,4,     ,    , ,-0.138,-0.3,380.53,HR 7862
308.5426553,-19.28794628,A3MA7-F2/3                ,A3,33, ,     ,    , ,0.381,0.98,11.59,
308.548736,-13.72109115,F9V Fe-0.6 CH-0.3         ,F9,49,5,-0.15,3.5, ,0.543,2.24,3.58,Gliese 4147 HR 7855
308.5503358,21.90905267,G0                        ,G0,50, ,     ,    , ,0.694,2.95,1.63,Wolf 1345
308.5524457,24.8227727,A2                        ,A2,32, ,     ,    , ,0.171,      ,         ,
308.563191,-30.59354126,G8 V                      ,G8,58,5,-0.23,    , ,0.77,3.67,0.58,
308.5671389,43.36102279,F2                        ,F2,42, ,-0.14,2, ,0.392,1.86,6.4,
308.5681274,19.53059086,M3                        ,M3,73, ,     ,    , ,1.573,      ,         ,
308.5677251,-14.61132186,G3 V                      ,G3,53,5,     ,    , ,0.637,3.55,0.83,
308.5688614,49.77315845,K4III                     ,K4,64,3,     ,    , ,1.516,-3.66,309.7,
308.5688809,-43.44785901,K2/3 III                  ,K2,62,3,     ,    , ,1.271,-3.79,270.31,
308.591184,25.06381869,DA                        ,,, ,     ,    , ,-0.097,11.23,0.01,Gliese 794 Wolf 1346
308.5944565,-66.73085514,A0V                       ,A0,30,5,     ,    , ,0.031,1.14,28.83,
308.5948993,37.85044932,K0                        ,K0,60, ,     ,    , ,1.032,-1.79,70.05,
308.5955039,28.36149101,F4/6                      ,F4,44, ,     ,    , ,0.75,      ,         ,
308.5963363,-0.478767806,K4 III                    ,K4,64,3,     ,    , ,1.245,      ,         ,
308.5960097,-0.470471268,                          ,  ,, ,     ,    , ,      ,      ,         ,
308.6096347,11.31101655,K2                        ,K2,62, ,     ,    , ,1.361,-1.75,51.17,
308.6101968,-14.87931031,K4/5 III                  ,K4,64,3,     ,    , ,1.62,      ,         ,
308.6106373,-63.66189276,G8III                     ,G8,58,3,     ,    , ,0.987,      ,         ,
308.614926,-19.39802661,B9 IV                     ,B9,29,4,     ,    , ,0.005,1.5,23.99,
308.6325495,6.878093431,B2   IV-V                 ,B2,22,4,     ,    , ,-0.122,      ,         ,
308.6376525,28.28093277,M5.  II                   ,M5,75,2,     ,    , ,1.546,      ,         ,
308.6378068,41.9966279,kA5hA8mF0                 ,,, ,     ,    , ,0.185,      ,         ,
308.6379752,-5.843622073,K0 III                    ,K0,60,3,     ,    , ,1.025,      ,         ,
308.6390535,57.92790456,B2IV                      ,B2,22,4,     ,    , ,0.109,      ,         ,
308.6411335,-55.54455721,F3V                       ,F3,43,5,     ,    , ,0.457,2.58,2.66,
308.6416434,-0.674790505,G8 III/IV                 ,G8,58,3,     ,    , ,1.036,      ,         ,
308.6500143,41.09840172,K5                        ,K5,65, ,     ,    , ,1.491,-3.32,230,
308.6626453,29.4941752,A0                        ,A0,30, ,     ,    , ,0.014,      ,         ,
308.6696921,-43.61799644,G0/2 V                    ,G0,50,5,     ,    , ,0.635,      ,         ,
